US     MN      |~BADKEY~                                                
US12603        |~BADKEY~                                                
US18914        |~BADKEY~                                                
US22901        |~BADKEY~                                                
US29693        |~BADKEY~                                                
US30277        |~BADKEY~                                                
US30297        |~BADKEY~                                                
US30340        |~BADKEY~                                                
US32656        |~BADKEY~                                                
US32920        |~BADKEY~                                                
US33063        |~BADKEY~                                                
US33547        |~BADKEY~                                                
US33584        |~BADKEY~                                                
US33610        |~BADKEY~                                                
US33853        |~BADKEY~                                                
US33967        |~BADKEY~                                                
US36066        |~BADKEY~                                                
US37774        |~BADKEY~                                                
US38116        |~BADKEY~                                                
US39476        |~BADKEY~                                                
US39702        |~BADKEY~                                                
US42539        |~BADKEY~                                                
US44118        |~BADKEY~                                                
US48015        |~BADKEY~                                                
US48442        |~BADKEY~                                                
US49504        |~BADKEY~                                                
US52403        |~BADKEY~                                                
US53713        |~BADKEY~                                                
US55987        |~BADKEY~                                                
US60005        |~BADKEY~                                                
US60659        |~BADKEY~                                                
US65265        |~BADKEY~                                                
US74010        |~BADKEY~                                                
US75201        |~BADKEY~                                                
US77396        |~BADKEY~                                                
US77571        |~BADKEY~                                                
US78251        |~BADKEY~                                                
US80228        |~BADKEY~                                                
US84121        |~BADKEY~                                                
US85015        |~BADKEY~                                                
US85306        |~BADKEY~                                                
US89032        |~BADKEY~                                                
US93534        |~BADKEY~                                                
US94544        |~BADKEY~                                                
US95212        |~BADKEY~                                                
US98404        |~BADKEY~                                                
US98684        |~BADKEY~                                                
US00000HMS43   |~BADKEY~                                                
US00000OMN     |~BADKEY~                                                
US02351        |~BADKEY~                                                
US07026        |~BADKEY~                                                
US07103        |~BADKEY~                                                
US10452        |~BADKEY~                                                
US14150        |~BADKEY~                                                
US18103        |~BADKEY~                                                
US18951        |~BADKEY~                                                
US21133        |~BADKEY~                                                
US22042        |~BADKEY~                                                
US23139        |~BADKEY~                                                
US23185        |~BADKEY~                                                
US29118        |~BADKEY~                                                
US29527        |~BADKEY~                                                
US30032        |~BADKEY~                                                
US32312        |~BADKEY~                                                
US32401        |~BADKEY~                                                
US33139        |~BADKEY~                                                
US33606        |~BADKEY~                                                
US34221        |~BADKEY~                                                
US36203        |~BADKEY~                                                
US37814        |~BADKEY~                                                
US41015        |~BADKEY~                                                
US42420        |~BADKEY~                                                
US48162        |~BADKEY~                                                
US48390        |~BADKEY~                                                
US49090        |~BADKEY~                                                
US50613        |~BADKEY~                                                
US52240        |~BADKEY~                                                
US59501        |~BADKEY~                                                
US60110        |~BADKEY~                                                
US60563        |~BADKEY~                                                
US60901        |~BADKEY~                                                
US61603        |~BADKEY~                                                
US62901        |~BADKEY~                                                
US65708        |~BADKEY~                                                
US67337        |~BADKEY~                                                
US70043        |~BADKEY~                                                
US70392        |~BADKEY~                                                
US71047        |~BADKEY~                                                
US73135        |~BADKEY~                                                
US75238        |~BADKEY~                                                
US76548        |~BADKEY~                                                
US79108        |~BADKEY~                                                
US79761        |~BADKEY~                                                
US79938        |~BADKEY~                                                
US85020        |~BADKEY~                                                
US88081        |~BADKEY~                                                
US92551        |~BADKEY~                                                
US93701        |~BADKEY~                                                
US94089        |~BADKEY~                                                
US94509        |~BADKEY~                                                
US95624        |~BADKEY~                                                
US99709        |~BADKEY~                                                
US00000SCP     |~BADKEY~                                                
US00610        |~BADKEY~                                                
US02809        |~BADKEY~                                                
US03570        |~BADKEY~                                                
US04072        |~BADKEY~                                                
US07110        |~BADKEY~                                                
US07206        |~BADKEY~                                                
US08204        |~BADKEY~                                                
US08629        |~BADKEY~                                                
US10314        |~BADKEY~                                                
US11370        |~BADKEY~                                                
US14437        |~BADKEY~                                                
US14701        |~BADKEY~                                                
US17019        |~BADKEY~                                                
US17113        |~BADKEY~                                                
US19082        |~BADKEY~                                                
US19115        |~BADKEY~                                                
US21201        |~BADKEY~                                                
US21212        |~BADKEY~                                                
US22407        |~BADKEY~                                                
US24014        |~BADKEY~                                                
US28752        |~BADKEY~                                                
US29488        |~BADKEY~                                                
US30046        |~BADKEY~                                                
US30189        |~BADKEY~                                                
US30281        |~BADKEY~                                                
US31410        |~BADKEY~                                                
US34212        |~BADKEY~                                                
US35020        |~BADKEY~                                                
US35062        |~BADKEY~                                                
US36375        |~BADKEY~                                                
US37166        |~BADKEY~                                                
US37367        |~BADKEY~                                                
US38012        |~BADKEY~                                                
US39455        |~BADKEY~                                                
US39773        |~BADKEY~                                                
US40977        |~BADKEY~                                                
US43015        |~BADKEY~                                                
US43056        |~BADKEY~                                                
US43130        |~BADKEY~                                                
US44502        |~BADKEY~                                                
US44875        |~BADKEY~                                                
US46528        |~BADKEY~                                                
US46835        |~BADKEY~                                                
US48532        |~BADKEY~                                                
US50014        |~BADKEY~                                                
US55044        |~BADKEY~                                                
US55102        |~BADKEY~                                                
US60471        |~BADKEY~                                                
US61103        |~BADKEY~                                                
US63107        |~BADKEY~                                                
US64505        |~BADKEY~                                                
US660621TH14   |~BADKEY~                                                
US70128        |~BADKEY~                                                
US71052        |~BADKEY~                                                
US71302        |~BADKEY~                                                
US72758        |~BADKEY~                                                
US74604        |~BADKEY~                                                
US75052        |~BADKEY~                                                
US75149        |~BADKEY~                                                
US75240        |~BADKEY~                                                
US76028        |~BADKEY~                                                
US77037        |~BADKEY~                                                
US77459        |~BADKEY~                                                
US80503        |~BADKEY~                                                
US80923        |~BADKEY~                                                
US85042        |~BADKEY~                                                
US85382        |~BADKEY~                                                
US89115        |~BADKEY~                                                
US94303        |~BADKEY~                                                
US94590        |~BADKEY~                                                
US95340        |~BADKEY~                                                
US98056        |~BADKEY~                                                
US99504        |~BADKEY~                                                
US     HWY     |~BADKEY~                                                
US00727        |~BADKEY~                                                
US01749        |~BADKEY~                                                
US01841        |~BADKEY~                                                
US02724        |~BADKEY~                                                
US03110        |~BADKEY~                                                
US06405        |~BADKEY~                                                
US07001        |~BADKEY~                                                
US07302        |~BADKEY~                                                
US08087        |~BADKEY~                                                
US08742        |~BADKEY~                                                
US08837        |~BADKEY~                                                
US10014        |~BADKEY~                                                
US10710        |~BADKEY~                                                
US14214        |~BADKEY~                                                
US15205        |~BADKEY~                                                
US18704        |~BADKEY~                                                
US19607        |~BADKEY~                                                
US19711        |~BADKEY~                                                
US20740        |~BADKEY~                                                
US22026        |~BADKEY~                                                
US23228        |~BADKEY~                                                
US23233        |~BADKEY~                                                
US25313        |~BADKEY~                                                
US28086        |~BADKEY~                                                
US28352        |~BADKEY~                                                
US28562        |~BADKEY~                                                
US32806        |~BADKEY~                                                
US32835        |~BADKEY~                                                
US32904        |~BADKEY~                                                
US32968        |~BADKEY~                                                
US33314        |~BADKEY~                                                
US34442        |~BADKEY~                                                
US34482        |~BADKEY~                                                
US34997        |~BADKEY~                                                
US36093        |~BADKEY~                                                
US36605        |~BADKEY~                                                
US37043        |~BADKEY~                                                
US37208        |~BADKEY~                                                
US37406        |~BADKEY~                                                
US37620        |~BADKEY~                                                
US41094        |~BADKEY~                                                
US42345        |~BADKEY~                                                
US44311        |~BADKEY~                                                
US46208        |~BADKEY~                                                
US48167        |~BADKEY~                                                
US48221        |~BADKEY~                                                
US49286        |~BADKEY~                                                
US60431        |~BADKEY~                                                
US60448        |~BADKEY~                                                
US63112        |~BADKEY~                                                
US65560        |~BADKEY~                                                
US70090        |~BADKEY~                                                
US74066        |~BADKEY~                                                
US74820        |~BADKEY~                                                
US75041        |~BADKEY~                                                
US75071        |~BADKEY~                                                
US75098        |~BADKEY~                                                
US75402        |~BADKEY~                                                
US75633        |~BADKEY~                                                
US77378        |~BADKEY~                                                
US77449        |~BADKEY~                                                
US79118        |~BADKEY~                                                
US80234        |~BADKEY~                                                
US84720        |~BADKEY~                                                
US87102        |~BADKEY~                                                
US88030        |~BADKEY~                                                
US92307        |~BADKEY~                                                
US92868        |~BADKEY~                                                
US93536        |~BADKEY~                                                
US96019        |~BADKEY~                                                
US97038        |~BADKEY~                                                
US98823        |~BADKEY~                                                
US     LWS     |~BADKEY~                                                
US     ST      |~BADKEY~                                                
US00000GFT11   |~BADKEY~                                                
US00778        |~BADKEY~                                                
US02903        |~BADKEY~                                                
US07601        |~BADKEY~                                                
US08066        |~BADKEY~                                                
US11104        |~BADKEY~                                                
US11554        |~BADKEY~                                                
US15417        |~BADKEY~                                                
US18018        |~BADKEY~                                                
US23116        |~BADKEY~                                                
US23692        |~BADKEY~                                                
US23704        |~BADKEY~                                                
US25661        |~BADKEY~                                                
US26062        |~BADKEY~                                                
US27529        |~BADKEY~                                                
US29654        |~BADKEY~                                                
US30752        |~BADKEY~                                                
US31719        |~BADKEY~                                                
US32223        |~BADKEY~                                                
US32409        |~BADKEY~                                                
US331861TH14   |~BADKEY~                                                
US33428        |~BADKEY~                                                
US33714        |~BADKEY~                                                
US35212        |~BADKEY~                                                
US35811        |~BADKEY~                                                
US44710        |~BADKEY~                                                
US46303        |~BADKEY~                                                
US48433        |~BADKEY~                                                
US51503        |~BADKEY~                                                
US55104        |~BADKEY~                                                
US55118        |~BADKEY~                                                
US55444        |~BADKEY~                                                
US60452        |~BADKEY~                                                
US60532        |~BADKEY~                                                
US63010        |~BADKEY~                                                
US63017        |~BADKEY~                                                
US67219        |~BADKEY~                                                
US68112        |~BADKEY~                                                
US75062        |~BADKEY~                                                
US77354        |~BADKEY~                                                
US77531        |~BADKEY~                                                
US84117        |~BADKEY~                                                
US85706        |~BADKEY~                                                
US86004        |~BADKEY~                                                
US90059        |~BADKEY~                                                
US90220        |~BADKEY~                                                
US90303        |~BADKEY~                                                
US90746        |~BADKEY~                                                
US92083        |~BADKEY~                                                
US92240        |~BADKEY~                                                
US92683        |~BADKEY~                                                
US98408        |~BADKEY~                                                
US99567        |~BADKEY~                                                
US00000ALQ     |~BADKEY~                                                
US00000ETS     |~BADKEY~                                                
US00000NTS     |~BADKEY~                                                
US00680        |~BADKEY~                                                
US06010        |~BADKEY~                                                
US06360        |~BADKEY~                                                
US07828        |~BADKEY~                                                
US08003        |~BADKEY~                                                
US10016        |~BADKEY~                                                
US11102        |~BADKEY~                                                
US13165        |~BADKEY~                                                
US14208        |~BADKEY~                                                
US14892        |~BADKEY~                                                
US15601        |~BADKEY~                                                
US18657        |~BADKEY~                                                
US19610        |~BADKEY~                                                
US21144        |~BADKEY~                                                
US23222        |~BADKEY~                                                
US23456        |~BADKEY~                                                
US25601        |~BADKEY~                                                
US27870        |~BADKEY~                                                
US28152        |~BADKEY~                                                
US28613        |~BADKEY~                                                
US30306        |~BADKEY~                                                
US30338        |~BADKEY~                                                
US31315        |~BADKEY~                                                
US31730        |~BADKEY~                                                
US32225        |~BADKEY~                                                
US33021        |~BADKEY~                                                
US33142        |~BADKEY~                                                
US33716        |~BADKEY~                                                
US33809        |~BADKEY~                                                
US36083        |~BADKEY~                                                
US36526        |~BADKEY~                                                
US44125        |~BADKEY~                                                
US44706        |~BADKEY~                                                
US45439        |~BADKEY~                                                
US46268        |~BADKEY~                                                
US46628        |~BADKEY~                                                
US47240        |~BADKEY~                                                
US48322        |~BADKEY~                                                
US53228        |~BADKEY~                                                
US63136        |~BADKEY~                                                
US63304        |~BADKEY~                                                
US66666        |~BADKEY~                                                
US67901        |~BADKEY~                                                
US71913        |~BADKEY~                                                
US73122        |~BADKEY~                                                
US75482        |~BADKEY~                                                
US77006SMT31   |~BADKEY~                                                
US78387        |~BADKEY~                                                
US78728        |~BADKEY~                                                
US84111        |~BADKEY~                                                
US85035        |~BADKEY~                                                
US85268        |~BADKEY~                                                
US86404        |~BADKEY~                                                
US93036        |~BADKEY~                                                
US95422        |~BADKEY~                                                
US98445        |~BADKEY~                                                
US99353        |~BADKEY~                                                
US00000FCL     |~BADKEY~                                                
US00000O  12   |~BADKEY~                                                
US00000TC 12   |~BADKEY~                                                
US00962        |~BADKEY~                                                
US02115        |~BADKEY~                                                
US02128        |~BADKEY~                                                
US07508        |~BADKEY~                                                
US07882        |~BADKEY~                                                
US07960        |~BADKEY~                                                
US10462        |~BADKEY~                                                
US11101        |~BADKEY~                                                
US16323        |~BADKEY~                                                
US19083        |~BADKEY~                                                
US20747        |~BADKEY~                                                
US23451        |~BADKEY~                                                
US24401        |~BADKEY~                                                
US27106        |~BADKEY~                                                
US27540        |~BADKEY~                                                
US28216        |~BADKEY~                                                
US28677        |~BADKEY~                                                
US28804        |~BADKEY~                                                
US29209        |~BADKEY~                                                
US30141        |~BADKEY~                                                
US30214        |~BADKEY~                                                
US30301        |~BADKEY~                                                
US30720        |~BADKEY~                                                
US32934        |~BADKEY~                                                
US33004        |~BADKEY~                                                
US33406        |~BADKEY~                                                
US33976        |~BADKEY~                                                
US34235        |~BADKEY~                                                
US38501        |~BADKEY~                                                
US39170        |~BADKEY~                                                
US39466        |~BADKEY~                                                
US42262        |~BADKEY~                                                
US46013        |~BADKEY~                                                
US47403        |~BADKEY~                                                
US47905        |~BADKEY~                                                
US48220        |~BADKEY~                                                
US52402        |~BADKEY~                                                
US54481        |~BADKEY~                                                
US58554        |~BADKEY~                                                
US60025        |~BADKEY~                                                
US60051        |~BADKEY~                                                
US60089        |~BADKEY~                                                
US60137        |~BADKEY~                                                
US60621        |~BADKEY~                                                
US61820        |~BADKEY~                                                
US65738        |~BADKEY~                                                
US68025        |~BADKEY~                                                
US68130        |~BADKEY~                                                
US70123        |~BADKEY~                                                
US70815        |~BADKEY~                                                
US72176        |~BADKEY~                                                
US73109        |~BADKEY~                                                
US75462        |~BADKEY~                                                
US75773        |~BADKEY~                                                
US76180        |~BADKEY~                                                
US79765        |~BADKEY~                                                
US79934        |~BADKEY~                                                
US80205        |~BADKEY~                                                
US85296        |~BADKEY~                                                
US90046        |~BADKEY~                                                
US90221        |~BADKEY~                                                
US92105        |~BADKEY~                                                
US94134        |~BADKEY~                                                
US98503        |~BADKEY~                                                
US98604        |~BADKEY~                                                
US00000DLC     |~BADKEY~                                                
US00000GMN38   |~BADKEY~                                                
US02840        |~BADKEY~                                                
US06112        |~BADKEY~                                                
US06810        |~BADKEY~                                                
US13039        |~BADKEY~                                                
US13209        |~BADKEY~                                                
US13502        |~BADKEY~                                                
US15301        |~BADKEY~                                                
US16148        |~BADKEY~                                                
US17268        |~BADKEY~                                                
US18702        |~BADKEY~                                                
US20737        |~BADKEY~                                                
US20878        |~BADKEY~                                                
US21114        |~BADKEY~                                                
US21226        |~BADKEY~                                                
US22201        |~BADKEY~                                                
US24016        |~BADKEY~                                                
US27028        |~BADKEY~                                                
US27405        |~BADKEY~                                                
US27893        |~BADKEY~                                                
US28345        |~BADKEY~                                                
US28405        |~BADKEY~                                                
US28540        |~BADKEY~                                                
US29210        |~BADKEY~                                                
US29574        |~BADKEY~                                                
US29624        |~BADKEY~                                                
US30263        |~BADKEY~                                                
US31082        |~BADKEY~                                                
US32771        |~BADKEY~                                                
US32839        |~BADKEY~                                                
US33064        |~BADKEY~                                                
US33782        |~BADKEY~                                                
US34222        |~BADKEY~                                                
US34951        |~BADKEY~                                                
US35211        |~BADKEY~                                                
US36092        |~BADKEY~                                                
US36107        |~BADKEY~                                                
US37416        |~BADKEY~                                                
US38108        |~BADKEY~                                                
US38343        |~BADKEY~                                                
US38652        |~BADKEY~                                                
US40517        |~BADKEY~                                                
US40831        |~BADKEY~                                                
US43920        |~BADKEY~                                                
US46041        |~BADKEY~                                                
US46613        |~BADKEY~                                                
US48093        |~BADKEY~                                                
US48161        |~BADKEY~                                                
US48624        |~BADKEY~                                                
US48846        |~BADKEY~                                                
US50138        |~BADKEY~                                                
US52632        |~BADKEY~                                                
US52802        |~BADKEY~                                                
US53083        |~BADKEY~                                                
US60160        |~BADKEY~                                                
US70359        |~BADKEY~                                                
US70380        |~BADKEY~                                                
US70802        |~BADKEY~                                                
US71303        |~BADKEY~                                                
US74033        |~BADKEY~                                                
US76117        |~BADKEY~                                                
US77079        |~BADKEY~                                                
US77550        |~BADKEY~                                                
US78028        |~BADKEY~                                                
US80701        |~BADKEY~                                                
US84003        |~BADKEY~                                                
US85085        |~BADKEY~                                                
US85335        |~BADKEY~                                                
US85621        |~BADKEY~                                                
US88011        |~BADKEY~                                                
US94803        |~BADKEY~                                                
US95014        |~BADKEY~                                                
US97220        |~BADKEY~                                                
US98144        |~BADKEY~                                                
US98168        |~BADKEY~                                                
US98685        |~BADKEY~                                                
US     1TH     |~BADKEY~                                                
US00000PLC     |~BADKEY~                                                
US00000SHW12   |~BADKEY~                                                
US06105        |~BADKEY~                                                
US06488        |~BADKEY~                                                
US07016        |~BADKEY~                                                
US07111        |~BADKEY~                                                
US07407        |~BADKEY~                                                
US10030        |~BADKEY~                                                
US10457        |~BADKEY~                                                
US11234        |~BADKEY~                                                
US11950        |~BADKEY~                                                
US15122        |~BADKEY~                                                
US16823        |~BADKEY~                                                
US19116        |~BADKEY~                                                
US19128        |~BADKEY~                                                
US19145        |~BADKEY~                                                
US21113        |~BADKEY~                                                
US21225        |~BADKEY~                                                
US21532        |~BADKEY~                                                
US22963        |~BADKEY~                                                
US23061        |~BADKEY~                                                
US26726        |~BADKEY~                                                
US27712        |~BADKEY~                                                
US29812        |~BADKEY~                                                
US29907        |~BADKEY~                                                
US30071MDL31   |~BADKEY~                                                
US30075        |~BADKEY~                                                
US30830        |~BADKEY~                                                
US33069        |~BADKEY~                                                
US33136        |~BADKEY~                                                
US33513        |~BADKEY~                                                
US34669        |~BADKEY~                                                
US34689        |~BADKEY~                                                
US36022        |~BADKEY~                                                
US36117        |~BADKEY~                                                
US38756        |~BADKEY~                                                
US39204        |~BADKEY~                                                
US44030        |~BADKEY~                                                
US44092        |~BADKEY~                                                
US45365        |~BADKEY~                                                
US46563        |~BADKEY~                                                
US49684        |~BADKEY~                                                
US53206        |~BADKEY~                                                
US54981        |~BADKEY~                                                
US60185        |~BADKEY~                                                
US63106        |~BADKEY~                                                
US63129        |~BADKEY~                                                
US66062        |~BADKEY~                                                
US66103        |~BADKEY~                                                
US68801        |~BADKEY~                                                
US70345        |~BADKEY~                                                
US73008        |~BADKEY~                                                
US73018        |~BADKEY~                                                
US73036        |~BADKEY~                                                
US75766        |~BADKEY~                                                
US77042        |~BADKEY~                                                
US77503        |~BADKEY~                                                
US79414        |~BADKEY~                                                
US84123        |~BADKEY~                                                
US89431        |~BADKEY~                                                
US90007        |~BADKEY~                                                
US92253        |~BADKEY~                                                
US92804        |~BADKEY~                                                
US93041        |~BADKEY~                                                
US93905        |~BADKEY~                                                
US95118        |~BADKEY~                                                
US95531        |~BADKEY~                                                
US96720        |~BADKEY~                                                
US97030        |~BADKEY~                                                
US00000ASM     |~BADKEY~                                                
US00000VTS32   |~BADKEY~                                                
US00921        |~BADKEY~                                                
US01301        |~BADKEY~                                                
US03053        |~BADKEY~                                                
US07039        |~BADKEY~                                                
US07675        |~BADKEY~                                                
US08857        |~BADKEY~                                                
US08873        |~BADKEY~                                                
US10468        |~BADKEY~                                                
US11207        |~BADKEY~                                                
US11967        |~BADKEY~                                                
US17025        |~BADKEY~                                                
US19063        |~BADKEY~                                                
US22827        |~BADKEY~                                                
US23430        |~BADKEY~                                                
US23462        |~BADKEY~                                                
US29102        |~BADKEY~                                                
US29369        |~BADKEY~                                                
US29566        |~BADKEY~                                                
US30041        |~BADKEY~                                                
US31217        |~BADKEY~                                                
US32034        |~BADKEY~                                                
US32805        |~BADKEY~                                                
US32960        |~BADKEY~                                                
US33176        |~BADKEY~                                                
US331861TH11   |~BADKEY~                                                
US33810        |~BADKEY~                                                
US33811        |~BADKEY~                                                
US33837        |~BADKEY~                                                
US34983        |~BADKEY~                                                
US35071        |~BADKEY~                                                
US35661        |~BADKEY~                                                
US44024        |~BADKEY~                                                
US44805        |~BADKEY~                                                
US45872        |~BADKEY~                                                
US46037        |~BADKEY~                                                
US47620        |~BADKEY~                                                
US49345        |~BADKEY~                                                
